Robot,IP,Status,Version,OS Major,OS Minor,OS Description,Port,Domain
gvecsm3401ad,10.194.228.14,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3421ad,10.194.228.11,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3422ad,10.194.228.13,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3430ad,10.70.164.159,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3461ad,10.70.166.131,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3465ad,10.70.166.35,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3470ad,10.70.167.70,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3481ad,10.70.166.128,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3490ad,10.70.166.133,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm4700ad,10.70.164.56,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm4702ad,10.70.164.213,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm4750ads,10.194.228.24,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm4815ad,10.195.64.46,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm4820ad,10.194.224.37,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm4821ad,10.194.224.35,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm4822ad,10.194.224.39,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm4823ad,10.194.224.46,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm4824ad,10.194.224.40,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm4825ad,10.194.224.47,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm4826ad,10.194.224.48,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm4827ad,10.194.224.36,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm4828ad,10.194.224.49,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm4829ad,10.194.224.50,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm4830ad,10.194.224.41,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm4831ad,10.194.224.42,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm5002ap,10.70.173.121,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm5003ap,10.70.173.122,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm5005ap,10.70.164.135,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm5006ap,10.70.164.96,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm5202at,10.70.166.193,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm5203at,10.70.166.192,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm5206at,10.70.167.6,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm5405as,10.70.165.15,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm6661ipm,10.195.35.4,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm8352aps,10.195.19.14,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm8354aps,10.195.19.16,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm8355aps,10.195.19.15,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm8356ips,10.195.35.23,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm8601ap,10.70.165.60,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm8603dp,10.70.164.10,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm8604dp,10.70.167.72,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm8608dps,10.70.164.28,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
GVECSM8701AT,10.70.165.107,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm8702at,10.70.165.102,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm8703dt,10.70.165.255,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm8803dd,10.70.166.129,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm8804its,10.70.166.208,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm8807ats,10.70.164.136,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm8808dts,10.194.84.1,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm8901ipm,10.195.17.3,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm8903ipm,10.195.16.3,OK,"9.37 [Build 9.37.528, Feb  1 2023]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm8960ads,10.195.16.13,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm8961aps,10.195.16.11,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm8962aps,10.195.16.4,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm8981its,10.194.214.12,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9081ats,10.70.166.85,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9082aps,10.70.164.104,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9102tps,10.195.35.20,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9103tps,10.195.35.18,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9109ap,10.70.164.197,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm9132tbs,10.194.85.61,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9134at,10.70.165.217,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm9173tds,10.194.228.26,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9274ap,10.70.164.174,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm9709sbg,10.70.166.2,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm9712spg,10.70.164.254,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9729sbg,10.70.166.1,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm9742sbg,10.70.164.131,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9870ips,10.195.32.66,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9902spe,10.70.165.28,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9903spe,10.70.165.71,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9904spe,10.70.165.41,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9905spe,10.70.165.16,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9908spw,10.70.165.43,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9909spw,10.70.165.47,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9913spe,10.70.165.74,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9932see,10.70.164.222,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9933see,10.70.164.221,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9934see,10.70.164.226,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9935see,10.70.164.202,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9937sew,10.70.164.214,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9942sbe,10.70.165.95,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9943sbe,10.70.165.55,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9944sbe,10.70.165.50,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9945sbe,10.70.165.75,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9946sbw,10.70.165.82,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9947sbw,10.70.165.76,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9953sqe,10.70.164.252,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9954sqw,10.70.165.68,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9972sde,10.70.164.251,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9993sse,10.70.164.246,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm9a03sps,10.70.164.2,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9a05sps,10.70.164.12,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9a07sps,10.70.164.41,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9a09sps,10.70.164.68,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9a13sps,10.70.164.47,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9a15sps,10.70.164.74,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9a32sbs,10.70.167.32,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9a34sbs,10.70.167.34,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9a36sbs,10.70.167.36,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9a38sbs,10.70.167.38,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9a42sbs,10.70.167.42,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9a44sbs,10.70.167.44,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9a72sds,10.70.164.88,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9b12sps,10.70.164.18,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9b13sps,10.70.164.111,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9b14sps,10.70.166.184,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9b15sps,10.70.166.185,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9b32sbs,10.70.164.107,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9b33sbs,10.70.164.108,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9b34sbs,10.70.164.53,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9b35sbs,10.70.164.99,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9b52sqs,10.70.164.31,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9b54sqs,10.70.166.183,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9b72sds,10.70.164.191,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9b74sds,10.70.164.193,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9b92sss,10.195.80.6,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm9b94sss,10.195.80.7,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsmcis,10.70.166.188,Error,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsmcis2,10.70.167.17,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsmiistest,10.70.166.188,Error,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsmwin2019,10.194.130.7,Error,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsx6180vps,10.65.87.39,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,AIX,AIX 2 7 00FBCFA74C00,48000,Givaudan
gvecsx6181vps,10.65.87.35,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,AIX,AIX 2 7 00FBCFA64C00,48000,Givaudan
gvecsx6182vps,10.65.87.40,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,AIX,AIX 2 7 00FBCFA74C00,48000,Givaudan
gvecsx6183vps,10.65.87.36,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,AIX,AIX 2 7 00FBCFA64C00,48000,Givaudan
gvecsx6184vts,10.65.87.41,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,AIX,AIX 2 7 00FBCFA74C00,48000,Givaudan
gvecsx6185vts,10.65.87.37,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,AIX,AIX 2 7 00FBCFA64C00,48000,Givaudan
gvecsx6186vts,10.65.87.42,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,AIX,AIX 2 7 00FBCFA74C00,48000,Givaudan
gvecsx6187vts,10.65.87.38,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,AIX,AIX 2 7 00FBCFA64C00,48000,Givaudan
gvecsx6612its,10.65.83.42,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,AIX,AIX 2 7 00FBCFA74C00,48000,Givaudan
gvecsx6620ipm,10.65.86.160,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,AIX,AIX 2 7 00FBCFA74C00,48000,Givaudan
gvecsx6621ipm,10.65.86.151,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,AIX,AIX 2 7 00FBCFA64C00,48000,Givaudan
gvecsx9361sqs,10.65.85.34,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,AIX,AIX 2 7 00FBCFA64C00,48000,Givaudan
gvecsx9380sds,10.65.83.177,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,AIX,AIX 2 7 00FBCFA74C00,48000,Givaudan
gvecsx9391sss,10.65.83.95,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,AIX,AIX 2 7 00FBCFA64C00,48000,Givaudan
gvecsx9760sqs,10.65.85.115,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,AIX,AIX 2 7 00FBCFA74C00,48000,Givaudan
gvecsx9780sds,10.65.85.114,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,AIX,AIX 2 7 00FBCFA74C00,48000,Givaudan
gvecsx9790sss,10.65.85.9,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,AIX,AIX 2 7 00FBCFA74C00,48000,Givaudan
gvecsx9860sqs,10.65.86.159,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,AIX,AIX 2 7 00FBCFA74C00,48000,Givaudan
gvecsx9881sds,10.65.85.203,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,AIX,AIX 2 7 00FBCFA64C00,48000,Givaudan
gvecsx9890sss,10.65.85.17,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",UNIX,AIX,AIX 2 7 00FBCFA74C00,48000,Givaudan
gvemsdata01,10.65.82.32,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvemstsprof001,10.65.82.42,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvemswebs001,10.65.110.16,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvemswebs001-new,10.65.110.8,Error,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvemswebs0011,10.65.110.16,Error,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvenyv0059,10.65.206.99,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.el7.x86_64 #1 SMP Mon Oct 19 16:18:59 UTC 2020 x86_64,48000,Givaudan
gvenyv0060,10.65.206.98,OK,"9.35 [Build 9.35.240, May 10 2022]",UNIX,Linux,Linux 3.10.0-1160.el7.x86_64 #1 SMP Mon Oct 19 16:18:59 UTC 2020 x86_64,48000,Givaudan
temporary,10.194.224.60,Error,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
